"Name","Date","Open","High","Low","Close","Adj.Close","Volume"
"META","2019-02-15",164.509995,164.699997,160.860001,162.5,162.5,15504400
"META","2019-02-19",160.5,164.149994,160.330002,162.289993,162.289993,14345400
"META","2019-02-20",162.25,163.720001,161.25,162.559998,162.559998,11770700
"META","2019-02-21",161.929993,162.240005,159.589996,160.039993,160.039993,15607800
"META","2019-02-22",160.580002,162.410004,160.309998,161.889999,161.889999,15858500
"META","2019-02-25",163.070007,166.070007,162.899994,164.619995,164.619995,18737100
"META","2019-02-26",164.339996,166.240005,163.800003,164.130005,164.130005,13784100
"META","2019-02-27",162.899994,163.929993,160.410004,162.809998,162.809998,12697500
"META","2019-02-28",162.369995,163.5,160.860001,161.449997,161.449997,11114200
"META","2019-03-01",162.600006,163.130005,161.690002,162.279999,162.279999,11097800
"META","2019-03-04",163.899994,167.5,163.830002,167.369995,167.369995,18894700
"META","2019-03-05",167.369995,171.880005,166.550003,171.259995,171.259995,28187900
"META","2019-03-06",172.899994,173.570007,171.270004,172.509995,172.509995,21531700
"META","2019-03-07",171.5,171.740005,167.610001,169.130005,169.130005,18306500
"META","2019-03-08",166.199997,169.619995,165.970001,169.600006,169.600006,13184800
"META","2019-03-11",171.600006,174.300003,171.580002,172.070007,172.070007,18884000
"META","2019-03-12",172.089996,173.800003,171.220001,171.919998,171.919998,12155300
"META","2019-03-13",172.320007,174.029999,172.119995,173.369995,173.369995,11973300
"META","2019-03-14",169.759995,171.149994,168.160004,170.169998,170.169998,18037400
"META","2019-03-15",167.160004,167.580002,162.509995,165.979996,165.979996,37135400
"META","2019-03-18",163.570007,163.899994,159.279999,160.470001,160.470001,37524200
"META","2019-03-19",161.479996,163.820007,160.820007,161.570007,161.570007,25611500
"META","2019-03-20",161.5,166.119995,161.240005,165.440002,165.440002,20211500
"META","2019-03-21",164.889999,166.389999,163.75,166.080002,166.080002,16223000
"META","2019-03-22",165.649994,167.419998,164.089996,164.339996,164.339996,16389200
"META","2019-03-25",163,166.539993,162,166.289993,166.289993,12631200
"META","2019-03-26",167.350006,169.449997,166.350006,167.679993,167.679993,15437900
"META","2019-03-27",167.850006,168.940002,164.789993,165.869995,165.869995,10620300
"META","2019-03-28",164.570007,166.720001,163.330002,165.550003,165.550003,10443000
"META","2019-03-29",166.389999,167.190002,164.809998,166.690002,166.690002,13455500
"META","2019-04-01",167.830002,168.899994,167.279999,168.699997,168.699997,10381500
"META","2019-04-02",170.139999,174.899994,169.550003,174.199997,174.199997,23946500
"META","2019-04-03",174.5,177.960007,172.949997,173.539993,173.539993,27391100
"META","2019-04-04",176.020004,178,175.529999,176.020004,176.020004,17847700
"META","2019-04-05",176.880005,177,175.100006,175.720001,175.720001,9594100
"META","2019-04-08",175.210007,175.5,174.229996,174.929993,174.929993,7297400
"META","2019-04-09",175.619995,179.190002,175.550003,177.580002,177.580002,19751000
"META","2019-04-10",178.179993,178.789993,176.539993,177.820007,177.820007,11701500
"META","2019-04-11",178.240005,178.399994,177,177.509995,177.509995,8071000
"META","2019-04-12",178,179.630005,177.949997,179.100006,179.100006,12329800
"META","2019-04-15",178.5,180.5,176.869995,179.649994,179.649994,10834800
"META","2019-04-16",179,180.169998,178.300003,178.869995,178.869995,11215200
"META","2019-04-17",179.600006,180.740005,178.360001,178.779999,178.779999,9973700
"META","2019-04-18",178.800003,178.880005,177.339996,178.279999,178.279999,11655600
"META","2019-04-22",178.25,181.669998,178.25,181.440002,181.440002,13389900
"META","2019-04-23",182.740005,184.220001,181.479996,183.779999,183.779999,19954800
"META","2019-04-24",184.490005,185.139999,181.649994,182.580002,182.580002,37289900
"META","2019-04-25",196.979996,198.479996,192.119995,193.259995,193.259995,54148800
"META","2019-04-26",192.5,192.899994,189.089996,191.490005,191.490005,22075000
"META","2019-04-29",190.949997,195.410004,190.649994,194.779999,194.779999,19641300
"META","2019-04-30",194.190002,197.389999,192.279999,193.399994,193.399994,23494700
"META","2019-05-01",194.779999,196.179993,193.009995,193.029999,193.029999,15996600
"META","2019-05-02",193,194,189.75,192.529999,192.529999,13209500
"META","2019-05-03",194.380005,196.160004,193.710007,195.470001,195.470001,14575400
"META","2019-05-06",191.240005,194.279999,190.550003,193.880005,193.880005,13994900
"META","2019-05-07",192.539993,192.899994,187.850006,189.770004,189.770004,16253000
"META","2019-05-08",189.389999,190.720001,188.550003,189.539993,189.539993,12505700
"META","2019-05-09",187.199997,189.770004,186.259995,188.649994,188.649994,12967000
"META","2019-05-10",188.25,190,184.589996,188.339996,188.339996,12578500
"META","2019-05-13",183.5,185.429993,180.839996,181.539993,181.539993,16833300
"META","2019-05-14",182.520004,183.490005,178.100006,180.729996,180.729996,17628100
"META","2019-05-15",180.419998,187.279999,180.020004,186.270004,186.270004,16746900
"META","2019-05-16",185.050003,188.580002,185.050003,186.990005,186.990005,12953100
"META","2019-05-17",184.839996,187.580002,184.279999,185.300003,185.300003,10485400
"META","2019-05-20",181.880005,184.229996,181.369995,182.720001,182.720001,10352000
"META","2019-05-21",184.570007,185.699997,183.889999,184.820007,184.820007,7502800
"META","2019-05-22",184.729996,186.740005,183.610001,185.320007,185.320007,9213800
"META","2019-05-23",182.419998,183.899994,179.669998,180.869995,180.869995,12768800
"META","2019-05-24",182.330002,183.630005,180.830002,181.059998,181.059998,8807700
"META","2019-05-28",181.539993,184.710007,181.449997,184.309998,184.309998,14843300
"META","2019-05-29",183.5,184.559998,181.350006,182.190002,182.190002,12797700
"META","2019-05-30",183.080002,183.479996,180.889999,183.009995,183.009995,8581500
"META","2019-05-31",180.279999,180.539993,177.160004,177.470001,177.470001,15226500
"META","2019-06-03",175,175.050003,161.009995,164.149994,164.149994,56059600
"META","2019-06-04",163.710007,168.279999,160.839996,167.5,167.5,46044300
"META","2019-06-05",167.479996,168.720001,164.630005,168.169998,168.169998,19758300
"META","2019-06-06",168.300003,169.699997,167.229996,168.330002,168.330002,12446400
"META","2019-06-07",170.169998,173.869995,168.839996,173.350006,173.350006,16917300
"META","2019-06-10",174.75,177.860001,173.800003,174.820007,174.820007,14767900
"META","2019-06-11",178.479996,179.979996,176.789993,178.100006,178.100006,15266600
"META","2019-06-12",178.380005,179.270004,172.880005,175.039993,175.039993,17699800
"META","2019-06-13",175.529999,178.029999,174.610001,177.470001,177.470001,12253600
"META","2019-06-14",180.509995,181.839996,180,181.330002,181.330002,16773700
"META","2019-06-17",185.009995,189.5,184.410004,189.009995,189.009995,29459900
"META","2019-06-18",194,194.529999,187.279999,188.470001,188.470001,37571400
"META","2019-06-19",187,188.100006,184.550003,187.479996,187.479996,21417100
"META","2019-06-20",190.949997,191.160004,187.639999,189.529999,189.529999,14635700
"META","2019-06-21",188.75,192,188.75,191.139999,191.139999,22751200
"META","2019-06-24",192.419998,193.979996,191.570007,192.600006,192.600006,15509000
"META","2019-06-25",192.880005,193.139999,188.130005,188.839996,188.839996,16750300
"META","2019-06-26",189.539993,190.759995,187.309998,187.660004,187.660004,12808600
"META","2019-06-27",189.880005,198.880005,188.270004,189.5,189.5,11159000
"META","2019-06-28",190.550003,193.199997,189.940002,193,193,16378900
"META","2019-07-01",195.210007,195.279999,191.929993,193,193,14181800
"META","2019-07-02",193,195,192.710007,195,195,9050000
"META","2019-07-03",194.160004,197.399994,194.160004,197.199997,197.199997,10246100
"META","2019-07-05",196.179993,197.070007,194.169998,196.399994,196.399994,11164100
"META","2019-07-08",195.190002,196.679993,193.639999,195.759995,195.759995,9723900
"META","2019-07-09",194.970001,199.460007,194.889999,199.210007,199.210007,14698600
"META","2019-07-10",200,202.960007,199.669998,202.729996,202.729996,20571700
"META","2019-07-11",203.259995,203.800003,200.210007,201.229996,201.229996,13678500
"META","2019-07-12",199.679993,205.300003,199.160004,204.869995,204.869995,15366300
"META","2019-07-15",204.25,205.330002,201.820007,203.910004,203.910004,16030300
"META","2019-07-16",203.889999,205.470001,203.100006,203.839996,203.839996,12132700
"META","2019-07-17",204.179993,204.360001,201.589996,201.800003,201.800003,12083700
"META","2019-07-18",200.149994,202.470001,199.380005,200.779999,200.779999,11937900
"META","2019-07-19",202.179993,202.330002,198.070007,198.360001,198.360001,12098300
"META","2019-07-22",199.910004,202.570007,198.809998,202.320007,202.320007,13589000
"META","2019-07-23",202.839996,204.240005,200.960007,202.360001,202.360001,14583700
"META","2019-07-24",197.630005,204.809998,197.220001,204.660004,204.660004,32532500
"META","2019-07-25",206.699997,208.660004,198.259995,200.710007,200.710007,39889900
"META","2019-07-26",200.190002,202.880005,196.25,199.75,199.75,24434000
"META","2019-07-29",199,199.630005,195.300003,195.940002,195.940002,16530800
"META","2019-07-30",195.389999,198.710007,193.5,197.039993,197.039993,11903600
"META","2019-07-31",196.949997,198.759995,192.679993,194.229996,194.229996,14593500
"META","2019-08-01",194.169998,198.470001,190.880005,192.729996,192.729996,17777000
"META","2019-08-02",191.100006,192.619995,188.070007,189.020004,189.020004,15297000
"META","2019-08-05",184.690002,185.669998,179.339996,181.729996,181.729996,23086700
"META","2019-08-06",183.690002,185.789993,183.089996,184.509995,184.509995,18035700
"META","2019-08-07",183.600006,186.369995,181.220001,185.149994,185.149994,15833200
"META","2019-08-08",186.619995,190.339996,184.050003,190.160004,190.160004,14828900
"META","2019-08-09",190,190.979996,187.119995,187.850006,187.850006,11058800
"META","2019-08-12",186.850006,187.589996,184.460007,185.369995,185.369995,10930900
"META","2019-08-13",185.520004,191.380005,185.369995,188.449997,188.449997,13577000
"META","2019-08-14",185.800003,185.990005,179.309998,179.710007,179.710007,18903700
"META","2019-08-15",180.949997,183.199997,180.029999,182.589996,182.589996,12925900
"META","2019-08-16",183.75,185.100006,182.360001,183.699997,183.699997,12654600
"META","2019-08-19",186.009995,187.5,184.850006,186.169998,186.169998,9691200
"META","2019-08-20",185.449997,186,182.389999,183.809998,183.809998,10083400
"META","2019-08-21",185,185.899994,183.139999,183.550003,183.550003,8398200
"META","2019-08-22",183.429993,184.110001,179.910004,182.039993,182.039993,10821400
"META","2019-08-23",180.839996,183.130005,176.660004,177.75,177.75,17323400
"META","2019-08-26",179.399994,180.5,178.240005,180.360001,180.360001,8773600
"META","2019-08-27",181.929993,184.039993,181.009995,181.300003,181.300003,14399600
"META","2019-08-28",180.529999,181.949997,178.919998,181.759995,181.759995,9386100
"META","2019-08-29",183.770004,186.080002,183.470001,185.570007,185.570007,10128700
"META","2019-08-30",186.779999,186.800003,183.460007,185.669998,185.669998,10774500
"META","2019-09-03",184,185.669998,182.110001,182.389999,182.389999,9779400
"META","2019-09-04",184.649994,187.75,183.889999,187.139999,187.139999,11308000
"META","2019-09-05",188.529999,191.360001,187.940002,190.899994,190.899994,13876700
"META","2019-09-06",190.210007,190.210007,186.350006,187.490005,187.490005,15226800
"META","2019-09-09",187.729996,188.979996,185.850006,188.759995,188.759995,14722400
"META","2019-09-10",187.440002,188.100006,184.550003,186.169998,186.169998,15455900
"META","2019-09-11",186.460007,189.440002,186.080002,188.490005,188.490005,11761700
"META","2019-09-12",189.860001,190.929993,187.229996,187.470001,187.470001,11419800
"META","2019-09-13",187.330002,187.970001,186.539993,187.190002,187.190002,11441100
"META","2019-09-16",186.929993,187.789993,185.770004,186.220001,186.220001,8444800
"META","2019-09-17",186.660004,188.320007,185.539993,188.080002,188.080002,9671100
"META","2019-09-18",188.089996,189.080002,186.009995,188.139999,188.139999,9681900
"META","2019-09-19",188.660004,191.100006,188.149994,190.139999,190.139999,10392700
"META","2019-09-20",190.660004,193.100006,188.119995,189.929993,189.929993,19934200
"META","2019-09-23",189.339996,190.100006,185.210007,186.820007,186.820007,13327600
"META","2019-09-24",187.979996,188.039993,180.389999,181.279999,181.279999,18546600
"META","2019-09-25",181.449997,183.419998,177.869995,182.800003,182.800003,18068300
"META","2019-09-26",181.330002,181.399994,177.669998,180.110001,180.110001,16083300
"META","2019-09-27",180.490005,180.759995,175.660004,177.100006,177.100006,14656200
"META","2019-09-30",177.869995,178.669998,176.850006,178.080002,178.080002,10740000
"META","2019-10-01",179.149994,179.839996,174.880005,175.809998,175.809998,17073000
"META","2019-10-02",174.839996,176.529999,173.089996,174.600006,174.600006,16151700
"META","2019-10-03",175.570007,179.839996,173.630005,179.380005,179.380005,16086300
"META","2019-10-04",179.550003,180.979996,178.100006,180.449997,180.449997,10430200
"META","2019-10-07",180,181.179993,178.089996,179.679993,179.679993,9178300
"META","2019-10-08",178.259995,180.369995,177.720001,177.75,177.75,9466900
"META","2019-10-09",179.160004,180.720001,177.940002,179.850006,179.850006,7556900
"META","2019-10-10",180.320007,181.610001,179.169998,180.029999,180.029999,8605000
"META","2019-10-11",182.149994,186.490005,182.139999,184.190002,184.190002,14930500
"META","2019-10-14",184.199997,184.619995,182.570007,183.279999,183.279999,7006000
"META","2019-10-15",183.800003,190.380005,183.660004,188.889999,188.889999,15039100
"META","2019-10-16",188.320007,189.699997,186.899994,189.550003,189.550003,10516900
"META","2019-10-17",190.300003,190.839996,188.770004,190.389999,190.389999,9603000
"META","2019-10-18",190.229996,191.490005,183.919998,185.850006,185.850006,16874200
"META","2019-10-21",187.039993,189.910004,186.75,189.759995,189.759995,8122600
"META","2019-10-22",190,190.649994,181.5,182.339996,182.339996,19537600
"META","2019-10-23",182.009995,186.380005,182,186.149994,186.149994,12300400
"META","2019-10-24",184.619995,186.729996,182.800003,186.380005,186.380005,11413500
"META","2019-10-25",185.830002,189,185.089996,187.889999,187.889999,8061200
"META","2019-10-28",187.199997,189.529999,185.080002,189.399994,189.399994,13657900
"META","2019-10-29",191.690002,192.529999,188.470001,189.309998,189.309998,13574900
"META","2019-10-30",189.559998,190.449997,185.979996,188.25,188.25,28734600
"META","2019-10-31",196.699997,198.089996,188.25,191.649994,191.649994,42286500
"META","2019-11-01",192.850006,194.110001,189.910004,193.619995,193.619995,21711800
"META","2019-11-04",194.550003,197.369995,193.809998,194.720001,194.720001,16371300
"META","2019-11-05",195.369995,195.75,193.600006,194.320007,194.320007,9942000
"META","2019-11-06",194.029999,194.369995,191.350006,191.550003,191.550003,10973000
"META","2019-11-07",191.910004,193.440002,189.470001,190.419998,190.419998,13473000
"META","2019-11-08",190,192.339996,189.699997,190.839996,190.839996,10760800
"META","2019-11-11",189.929993,190.080002,188.539993,189.610001,189.610001,8631200
"META","2019-11-12",190,195.059998,189.740005,194.470001,194.470001,17615500
"META","2019-11-13",194.699997,195.699997,192.740005,193.190002,193.190002,10860700
"META","2019-11-14",192.929993,194.029999,191.449997,193.149994,193.149994,9040500
"META","2019-11-15",194.259995,195.300003,193.380005,195.100006,195.100006,11524300
"META","2019-11-18",194.559998,198.630005,193.050003,197.399994,197.399994,16167200
"META","2019-11-19",197.399994,200,196.860001,199.320007,199.320007,19056800
"META","2019-11-20",198.580002,199.589996,195.429993,197.509995,197.509995,12355400
"META","2019-11-21",197.419998,199.089996,196.860001,197.929993,197.929993,12131000
"META","2019-11-22",198.380005,199.300003,197.619995,198.820007,198.820007,9959800
"META","2019-11-25",199.520004,200.970001,199.25,199.789993,199.789993,15272300
"META","2019-11-26",200,200.149994,198.039993,198.970001,198.970001,11735500
"META","2019-11-27",199.899994,203.139999,199.419998,202,202,12736600
"META","2019-11-29",201.600006,203.800003,201.210007,201.639999,201.639999,7985200
"META","2019-12-02",202.130005,202.179993,198.050003,199.699997,199.699997,11503400
"META","2019-12-03",197.600006,198.929993,195.080002,198.820007,198.820007,11595300
"META","2019-12-04",200,200.029999,198.050003,198.710007,198.710007,8456300
"META","2019-12-05",199.860001,201.289993,198.210007,199.360001,199.360001,9740400
"META","2019-12-06",200.5,201.570007,200.059998,201.050003,201.050003,12270600
"META","2019-12-09",200.649994,203.139999,200.210007,201.339996,201.339996,11954800
"META","2019-12-10",201.660004,202.050003,200.149994,200.869995,200.869995,9475700
"META","2019-12-11",200.279999,202.630005,200.279999,202.259995,202.259995,8036800
"META","2019-12-12",202.350006,203.660004,194.100006,196.75,196.75,23734800
"META","2019-12-13",196.399994,196.800003,193.169998,194.110001,194.110001,18798000
"META","2019-12-16",195.270004,199.119995,194.809998,197.919998,197.919998,14911500
"META","2019-12-17",198.839996,199,196.130005,198.389999,198.389999,10175700
"META","2019-12-18",200.089996,204.300003,200.089996,202.5,202.5,23274400
"META","2019-12-19",202.779999,206.300003,202.509995,206.059998,206.059998,16514600
"META","2019-12-20",207.479996,207.710007,203.429993,206.300003,206.300003,27306900
"META","2019-12-23",206.699997,208.589996,205.679993,206.179993,206.179993,13348900
"META","2019-12-24",206.300003,206.789993,205,205.119995,205.119995,6046300
"META","2019-12-26",205.570007,207.820007,205.309998,207.789993,207.789993,9350700
"META","2019-12-27",208.669998,208.929993,206.589996,208.100006,208.100006,10284200
"META","2019-12-30",207.860001,207.899994,203.899994,204.410004,204.410004,10524300
"META","2019-12-31",204,205.559998,203.600006,205.25,205.25,8953500
"META","2020-01-02",206.75,209.789993,206.270004,209.779999,209.779999,12077100
"META","2020-01-03",207.210007,210.399994,206.949997,208.669998,208.669998,11188400
"META","2020-01-06",206.699997,212.779999,206.520004,212.600006,212.600006,17058900
"META","2020-01-07",212.820007,214.580002,211.75,213.059998,213.059998,14912400
"META","2020-01-08",213,216.240005,212.610001,215.220001,215.220001,13475000
"META","2020-01-09",217.539993,218.380005,216.279999,218.300003,218.300003,12642800
"META","2020-01-10",219.199997,219.880005,217.419998,218.059998,218.059998,12119400
"META","2020-01-13",219.600006,221.970001,219.210007,221.910004,221.910004,14463400
"META","2020-01-14",221.610001,222.380005,218.630005,219.059998,219.059998,13288900
"META","2020-01-15",220.610001,221.679993,220.139999,221.149994,221.149994,10036500
"META","2020-01-16",222.570007,222.630005,220.389999,221.770004,221.770004,10015300
"META","2020-01-17",222.029999,222.289993,220.529999,222.139999,222.139999,15905900
"META","2020-01-21",222.160004,222.369995,219.119995,221.440002,221.440002,14275800
"META","2020-01-22",222.309998,222.75,221.279999,221.320007,221.320007,12212800
"META","2020-01-23",220.75,221.490005,219.270004,219.759995,219.759995,11195000
"META","2020-01-24",220.800003,221.779999,216.110001,217.940002,217.940002,11905800
"META","2020-01-27",213.100006,216.059998,212.5,214.869995,214.869995,13810700
"META","2020-01-28",216.139999,218.740005,213.520004,217.789993,217.789993,13413800
"META","2020-01-29",221.440002,224.199997,218.449997,223.229996,223.229996,33181300
"META","2020-01-30",206.529999,211.429993,204.75,209.529999,209.529999,48775500
"META","2020-01-31",208.429993,208.690002,201.059998,201.910004,201.910004,31359900
"META","2020-02-03",203.440002,205.139999,202.5,204.190002,204.190002,15495600
"META","2020-02-04",206.619995,210.600006,205.199997,209.830002,209.830002,19628900
"META","2020-02-05",212.509995,212.729996,208.710007,210.110001,210.110001,12538200
"META","2020-02-06",210.470001,211.190002,209.339996,210.850006,210.850006,10567500
"META","2020-02-07",210.300003,212.820007,209.929993,212.330002,212.330002,12242500
"META","2020-02-10",211.520004,213.800003,210.660004,213.059998,213.059998,11856400
"META","2020-02-11",210.190002,210.860001,206.509995,207.190002,207.190002,25030800
"META","2020-02-12",207.850006,211.220001,207.399994,210.759995,210.759995,13813700
"META","2020-02-13",209.520004,214.330002,209.179993,213.139999,213.139999,15396600
"META","2020-02-14",214,214.929993,212.649994,214.179993,214.179993,10741700
"META","2020-02-18",213.550003,217.979996,213.399994,217.800003,217.800003,15609200
"META","2020-02-19",217.990005,218.320007,216.110001,217.490005,217.490005,12135100
"META","2020-02-20",216.520004,218.770004,212.949997,214.580002,214.580002,13109200
"META","2020-02-21",213.479996,214.240005,208.830002,210.179993,210.179993,14092300
"META","2020-02-24",201.800003,203.649994,198.169998,200.720001,200.720001,23080100
"META","2020-02-25",202.25,203.5,195.949997,196.770004,196.770004,21433500
"META","2020-02-26",197.190002,201.210007,195.490005,197.199997,197.199997,16524500
"META","2020-02-27",191.820007,195.880005,189.5,189.75,189.75,21682600
"META","2020-02-28",182.699997,192.740005,181.820007,192.470001,192.470001,32568900
"META","2020-03-02",194.029999,196.570007,188.850006,196.440002,196.440002,24949000
"META","2020-03-03",196.220001,197.240005,183.970001,185.889999,185.889999,27984100
"META","2020-03-04",189.169998,191.830002,186.389999,191.759995,191.759995,23062500
"META","2020-03-05",186.779999,188.990005,183.889999,185.169998,185.169998,19333400
"META","2020-03-06",178.330002,183.779999,176.259995,181.089996,181.089996,24559600
"META","2020-03-09",169.600006,175,165.190002,169.5,169.5,29949000
"META","2020-03-10",174.669998,178.289993,169.5,178.190002,178.190002,24517800
"META","2020-03-11",174.009995,175.880005,167.660004,170.240005,170.240005,20373900
"META","2020-03-12",159.539993,166.600006,154.339996,154.470001,154.470001,43266300
"META","2020-03-13",163.529999,170.789993,157.600006,170.279999,170.279999,35028600
"META","2020-03-16",152.320007,159.130005,143.100006,146.009995,146.009995,39120400
"META","2020-03-17",150.740005,153.940002,140,149.419998,149.419998,34255600
"META","2020-03-18",139.75,148.179993,137.100006,146.960007,146.960007,37553100
"META","2020-03-19",146.619995,159.929993,144.800003,153.130005,153.130005,39862300
"META","2020-03-20",156.020004,159.270004,148,149.729996,149.729996,32568400
"META","2020-03-23",149.660004,152.309998,142.25,148.100006,148.100006,29830800
"META","2020-03-24",155.210007,161.309998,152.570007,160.979996,160.979996,30440400
"META","2020-03-25",158.919998,162.990005,153.059998,156.210007,156.210007,35184300
"META","2020-03-26",158.25,164,157.020004,163.339996,163.339996,26556800
"META","2020-03-27",158.199997,160.089996,154.75,156.789993,156.789993,24879900
"META","2020-03-30",159.179993,166.75,158.059998,165.949997,165.949997,22515200
"META","2020-03-31",165.479996,170.929993,164.199997,166.800003,166.800003,23676300
"META","2020-04-01",161.619995,164.149994,158.039993,159.600006,159.600006,19507600
"META","2020-04-02",159.100006,161.350006,155.919998,158.190002,158.190002,20886300
"META","2020-04-03",157.149994,157.910004,150.830002,154.179993,154.179993,25983300
"META","2020-04-06",160.149994,166.199997,158.509995,165.550003,165.550003,28453600
"META","2020-04-07",171.789993,173.389999,166.009995,168.830002,168.830002,31411900
"META","2020-04-08",171.25,175,167.740005,174.279999,174.279999,21664200
"META","2020-04-09",175.899994,177.080002,171.570007,175.190002,175.190002,23534300
"META","2020-04-13",173.669998,175,169.449997,174.789993,174.789993,19355400
"META","2020-04-14",178.979996,181.229996,176.619995,178.169998,178.169998,21011800
"META","2020-04-15",175.190002,178.190002,172.820007,176.970001,176.970001,17423000
"META","2020-04-16",177.949997,178.050003,172.509995,176.25,176.25,23593200
"META","2020-04-17",179.199997,180.279999,176.660004,179.240005,179.240005,20974800
"META","2020-04-20",177.410004,180.5,176.770004,178.240005,178.240005,16110700
"META","2020-04-21",175.25,175.380005,168.339996,170.800003,170.800003,24850500
"META","2020-04-22",178.449997,184.779999,178.139999,182.279999,182.279999,33242000
"META","2020-04-23",184.080002,187.050003,183.149994,185.130005,185.130005,21426600
"META","2020-04-24",183.229996,190.410004,180.830002,190.070007,190.070007,28792000
"META","2020-04-27",192.660004,193.75,187.410004,187.5,187.5,29197800
"META","2020-04-28",188.660004,189.199997,182.559998,182.910004,182.910004,21731000
"META","2020-04-29",190.929993,196.910004,190,194.190002,194.190002,45954500
"META","2020-04-30",206.919998,209.690002,201.570007,204.710007,204.710007,46230100
"META","2020-05-01",201.600006,207.279999,199.050003,202.270004,202.270004,30415600
"META","2020-05-04",200.199997,205.910004,198.759995,205.259995,205.259995,19250700
"META","2020-05-05",207.020004,210.380005,206.5,207.070007,207.070007,21071200
"META","2020-05-06",208.119995,211.600006,206.660004,208.470001,208.470001,21857000
"META","2020-05-07",211.160004,211.600006,209.039993,211.259995,211.259995,15152000
"META","2020-05-08",212.240005,213.210007,210.850006,212.350006,212.350006,12506000
"META","2020-05-11",210.889999,215,210.369995,213.179993,213.179993,12911900
"META","2020-05-12",213.289993,215.279999,210,210.100006,210.100006,14704600
"META","2020-05-13",209.429993,210.779999,202.110001,205.100006,205.100006,20684600
"META","2020-05-14",202.559998,206.929993,200.690002,206.809998,206.809998,17178900
"META","2020-05-15",205.270004,211.339996,204.119995,210.880005,210.880005,19383200
"META","2020-05-18",212.149994,214.639999,210.940002,213.190002,213.190002,20151900
"META","2020-05-19",213.270004,220.490005,212.830002,216.880005,216.880005,31843200
"META","2020-05-20",223.5,231.339996,223.190002,229.970001,229.970001,50162900
"META","2020-05-21",234.720001,237.199997,231.199997,231.389999,231.389999,47782600
"META","2020-05-22",231.509995,235.990005,228.740005,234.910004,234.910004,33925600
"META","2020-05-26",239.770004,240.899994,231.669998,232.199997,232.199997,33178300
"META","2020-05-27",229.070007,230.559998,221.130005,229.139999,229.139999,34697600
"META","2020-05-28",224.300003,231.630005,224,225.460007,225.460007,29377200
"META","2020-05-29",225.199997,227.490005,222.880005,225.089996,225.089996,23241500
"META","2020-06-01",224.589996,232.440002,223.5,231.910004,231.910004,18223800
"META","2020-06-02",230.940002,233,226.559998,232.720001,232.720001,20919000
"META","2020-06-03",232.110001,232.649994,228.529999,230.160004,230.160004,15380300
"META","2020-06-04",229.559998,231.630005,224.610001,226.289993,226.289993,17041500
"META","2020-06-05",226.710007,231.350006,225.309998,230.770004,230.770004,16750400
"META","2020-06-08",229.029999,231.550003,227.410004,231.399994,231.399994,15466500
"META","2020-06-09",231.520004,239.770004,230.410004,238.669998,238.669998,27462900
"META","2020-06-10",240.960007,241.210007,235.279999,236.729996,236.729996,20720700
"META","2020-06-11",229.940002,232.889999,223.550003,224.429993,224.429993,26708200
"META","2020-06-12",229.899994,231.660004,224.5,228.580002,228.580002,22091400
"META","2020-06-15",225.089996,233.770004,224.800003,232.5,232.5,15340300
"META","2020-06-16",237.139999,238.460007,233,235.649994,235.649994,15236700
"META","2020-06-17",235,237.589996,231.729996,235.529999,235.529999,19578100
"META","2020-06-18",234.990005,236.139999,232.149994,235.940002,235.940002,15782500
"META","2020-06-19",237.789993,240.830002,235.550003,238.789993,238.789993,30081300
"META","2020-06-22",238.559998,240.699997,236.910004,239.220001,239.220001,18917800
"META","2020-06-23",241.279999,245.190002,239.860001,242.240005,242.240005,24017900
"META","2020-06-24",241.199997,243.220001,232.679993,234.020004,234.020004,20834900
"META","2020-06-25",234.619995,237.300003,232.740005,235.679993,235.679993,18704300
"META","2020-06-26",232.639999,233.089996,215.399994,216.080002,216.080002,76343900
"META","2020-06-29",209.75,220.75,207.110001,220.639999,220.639999,58514300
"META","2020-06-30",220.589996,227.5,218.470001,227.070007,227.070007,33927100
"META","2020-07-01",228.5,239,227.559998,237.550003,237.550003,43399700
"META","2020-07-02",239,240,232.610001,233.419998,233.419998,30633600
"META","2020-07-06",233.759995,240.399994,232.270004,240.279999,240.279999,26206200
"META","2020-07-07",239.410004,247.649994,238.820007,240.860001,240.860001,27887800
"META","2020-07-08",238.110001,246.990005,236.589996,243.580002,243.580002,29791300
"META","2020-07-09",245,246.529999,239.240005,244.5,244.5,22174900
"META","2020-07-10",243.690002,245.490005,239.320007,245.070007,245.070007,22982700
"META","2020-07-13",247.009995,250.149994,238.419998,239,239,24674900
"META","2020-07-14",236.759995,240.330002,232.029999,239.729996,239.729996,23378100
"META","2020-07-15",241.550003,244.820007,238.050003,240.279999,240.279999,19133600
"META","2020-07-16",238,241.759995,236.330002,240.929993,240.929993,18880700
"META","2020-07-17",241,244.160004,237.860001,242.029999,242.029999,18152400
"META","2020-07-20",240.059998,246.050003,235.639999,245.419998,245.419998,20872200
"META","2020-07-21",246.220001,246.910004,240.080002,241.75,241.75,19364200
"META","2020-07-22",240.259995,241.899994,238.119995,239.869995,239.869995,15427900
"META","2020-07-23",239.630005,242.419998,231.75,232.600006,232.600006,21771800
"META","2020-07-24",230.190002,233.490005,226.899994,230.710007,230.710007,18325800
"META","2020-07-27",231.460007,234.949997,230.830002,233.5,233.5,13163100
"META","2020-07-28",234.630005,234.960007,229.830002,230.119995,230.119995,14170100
